doc_id,title,calories,protein,fat,sodium,carbohydrates,fibre,rating,text_chunk
doc_00010,Beetroot curry with coconut milk,89.0,2.0,4.7,559.2,11.0,5.4,4.0,"Recipe: Beetroot curry with coconut milk.
Nutrition per serving: 89.0 kcal | 2.0 g protein | 4.7 g fat | 559.2 mg sodium | 11.0 g carbs | 5.4 g fibre.
Nutrition profile: low-calorie (< 200 kcal), low-protein (< 10 g), low-fat (< 5 g), moderate-sodium (150–599 mg), low-carb (< 20 g), moderate-fibre (3–7 g).
User rating: 4.00/5 — very good.
Diet suitability: vegetarian.
Cuisine / style: sri lankan.
Meal type: side.
Main protein source: not specified.
Cooking method: curry.
Additional attributes: sri lankan, traditional."
doc_00011,Boiled Chickpeas,164.0,9.0,2.6,378.6,27.0,8.8,4.0,"Recipe: Boiled Chickpeas.
Nutrition per serving: 164.0 kcal | 9.0 g protein | 2.6 g fat | 378.6 mg sodium | 27.0 g carbs | 8.8 g fibre.
Nutrition profile: low-calorie (< 200 kcal), low-protein (< 10 g), low-fat (< 5 g), moderate-sodium (150–599 mg), moderate-carb (20–50 g), high-fibre (> 7 g).
User rating: 4.00/5 — very good.
Diet suitability: vegetarian.
Cuisine / style: sri lankan.
Meal type: main.
Main protein source: lentil.
Cooking method: boil.
Additional attributes: sri lankan, traditional."
doc_00012,Boiled Cowpea,116.0,7.7,0.5,173.2,21.0,7.4,4.0,"Recipe: Boiled Cowpea.
Nutrition per serving: 116.0 kcal | 7.7 g protein | 0.5 g fat | 173.2 mg sodium | 21.0 g carbs | 7.4 g fibre.
Nutrition profile: low-calorie (< 200 kcal), low-protein (< 10 g), low-fat (< 5 g), moderate-sodium (150–599 mg), moderate-carb (20–50 g), high-fibre (> 7 g).
User rating: 4.00/5 — very good.
Diet suitability: vegetarian.
Cuisine / style: sri lankan.
Meal type: main.
Main protein source: lentil.
Cooking method: boil.
Additional attributes: sri lankan, traditional."
doc_00013,Boiled Jackfruit Seed,13.0,0.6,0.1,27.9,2.5,6.6,4.0,"Recipe: Boiled Jackfruit Seed.
Nutrition per serving: 13.0 kcal | 0.6 g protein | 0.1 g fat | 27.9 mg sodium | 2.5 g carbs | 6.6 g fibre.
Nutrition profile: low-calorie (< 200 kcal), low-protein (< 10 g), low-fat (< 5 g), low-sodium (< 150 mg), low-carb (< 20 g), moderate-fibre (3–7 g).
User rating: 4.00/5 — very good.
Diet suitability: vegetarian.
Cuisine / style: sri lankan.
Meal type: side.
Main protein source: not specified.
Cooking method: boil.
Additional attributes: sri lankan, traditional."
doc_00014,Boiled Mung,105.0,7.0,0.4,216.2,19.0,8.0,4.0,"Recipe: Boiled Mung.
Nutrition per serving: 105.0 kcal | 7.0 g protein | 0.4 g fat | 216.2 mg sodium | 19.0 g carbs | 8.0 g fibre.
Nutrition profile: low-calorie (< 200 kcal), low-protein (< 10 g), low-fat (< 5 g), moderate-sodium (150–599 mg), low-carb (< 20 g), high-fibre (> 7 g).
User rating: 4.00/5 — very good.
Diet suitability: vegetarian.
Cuisine / style: sri lankan.
Meal type: main.
Main protein source: lentil.
Cooking method: boil.
Additional attributes: sri lankan, traditional."
doc_00015,Boiled Potatoes,44.0,1.0,0.1,397.4,10.3,2.3,4.0,"Recipe: Boiled Potatoes.
Nutrition per serving: 44.0 kcal | 1.0 g protein | 0.1 g fat | 397.4 mg sodium | 10.3 g carbs | 2.3 g fibre.
Nutrition profile: low-calorie (< 200 kcal), low-protein (< 10 g), low-fat (< 5 g), moderate-sodium (150–599 mg), low-carb (< 20 g), low-fibre (< 3 g).
User rating: 4.00/5 — very good.
Diet suitability: vegetarian.
Cuisine / style: sri lankan.
Meal type: side.
Main protein source: not specified.
Cooking method: boil.
Additional attributes: sri lankan, traditional."
doc_00016,Boiled Sweet Potato,90.0,1.6,0.1,80.5,20.0,1.5,4.0,"Recipe: Boiled Sweet Potato.
Nutrition per serving: 90.0 kcal | 1.6 g protein | 0.1 g fat | 80.5 mg sodium | 20.0 g carbs | 1.5 g fibre.
Nutrition profile: low-calorie (< 200 kcal), low-protein (< 10 g), low-fat (< 5 g), low-sodium (< 150 mg), moderate-carb (20–50 g), low-fibre (< 3 g).
User rating: 4.00/5 — very good.
Diet suitability: vegetarian.
Cuisine / style: sri lankan.
Meal type: side.
Main protein source: not specified.
Cooking method: boil.
Additional attributes: sri lankan, traditional."
doc_00017,Boondi,240.0,3.0,10.0,287.6,38.0,1.1,4.0,"Recipe: Boondi.
Nutrition per serving: 240.0 kcal | 3.0 g protein | 10.0 g fat | 287.6 mg sodium | 38.0 g carbs | 1.1 g fibre.
Nutrition profile: moderate-calorie (200–400 kcal), low-protein (< 10 g), moderate-fat (5–14 g), moderate-sodium (150–599 mg), moderate-carb (20–50 g), low-fibre (< 3 g).
User rating: 4.00/5 — very good.
Diet suitability: vegetarian.
Cuisine / style: sri lankan.
Meal type: dessert.
Main protein source: not specified.
Cooking method: standard.
Additional attributes: sri lankan, traditional."
doc_00018,Brown Rice,90.0,2.0,1.0,168.8,19.0,1.7,4.0,"Recipe: Brown Rice.
Nutrition per serving: 90.0 kcal | 2.0 g protein | 1.0 g fat | 168.8 mg sodium | 19.0 g carbs | 1.7 g fibre.
Nutrition profile: low-calorie (< 200 kcal), low-protein (< 10 g), low-fat (< 5 g), moderate-sodium (150–599 mg), low-carb (< 20 g), low-fibre (< 3 g).
User rating: 4.00/5 — very good.
Diet suitability: vegetarian.
Cuisine / style: sri lankan.
Meal type: main.
Main protein source: not specified.
Cooking method: traditional sri lankan cooking.
Additional attributes: sri lankan, traditional."
doc_00019,Butter Cake,220.0,2.0,12.0,69.4,27.0,0.9,4.0,"Recipe: Butter Cake.
Nutrition per serving: 220.0 kcal | 2.0 g protein | 12.0 g fat | 69.4 mg sodium | 27.0 g carbs | 0.9 g fibre.
Nutrition profile: moderate-calorie (200–400 kcal), low-protein (< 10 g), moderate-fat (5–14 g), low-sodium (< 150 mg), moderate-carb (20–50 g), low-fibre (< 3 g).
User rating: 4.00/5 — very good.
Diet suitability: vegetarian.
Cuisine / style: sri lankan.
Meal type: dessert.
Main protein source: not specified.
Cooking method: standard.
Additional attributes: sri lankan, traditional."
doc_00020,Cavendish Banana,134.0,1.7,0.5,22.5,34.2,2.5,4.0,"Recipe: Cavendish Banana.
Nutrition per serving: 134.0 kcal | 1.7 g protein | 0.5 g fat | 22.5 mg sodium | 34.2 g carbs | 2.5 g fibre.
Nutrition profile: low-calorie (< 200 kcal), low-protein (< 10 g), low-fat (< 5 g), low-sodium (< 150 mg), moderate-carb (20–50 g), low-fibre (< 3 g).
User rating: 4.00/5 — very good.
Diet suitability: vegetarian.
Cuisine / style: sri lankan.
Meal type: side.
Main protein source: not specified.
Cooking method: standard.
Additional attributes: sri lankan, traditional."
doc_00021,Chicken Breast,165.0,31.0,3.6,288.9,0.0,1.4,4.0,"Recipe: Chicken Breast.
Nutrition per serving: 165.0 kcal | 31.0 g protein | 3.6 g fat | 288.9 mg sodium | 0.0 g carbs | 1.4 g fibre.
Nutrition profile: low-calorie (< 200 kcal), high-protein (≥ 25 g), low-fat (< 5 g), moderate-sodium (150–599 mg), low-carb (< 20 g), low-fibre (< 3 g).
User rating: 4.00/5 — very good.
Diet suitability: none specified.
Cuisine / style: sri lankan.
Meal type: main.
Main protein source: chicken.
Cooking method: standard.
Additional attributes: sri lankan, traditional."
doc_00022,Chicken Curry,180.0,27.0,8.0,522.8,0.0,1.4,4.5,"Recipe: Chicken Curry.
Nutrition per serving: 180.0 kcal | 27.0 g protein | 8.0 g fat | 522.8 mg sodium | 0.0 g carbs | 1.4 g fibre.
Nutrition profile: low-calorie (< 200 kcal), high-protein (≥ 25 g), moderate-fat (5–14 g), moderate-sodium (150–599 mg), low-carb (< 20 g), low-fibre (< 3 g).
User rating: 4.50/5 — outstanding.
Diet suitability: none specified.
Cuisine / style: sri lankan.
Meal type: main.
Main protein source: chicken.
Cooking method: curry.
Additional attributes: sri lankan, traditional."
doc_00023,Chicken Gravy,25.0,3.5,1.5,360.7,0.0,1.6,4.0,"Recipe: Chicken Gravy.
Nutrition per serving: 25.0 kcal | 3.5 g protein | 1.5 g fat | 360.7 mg sodium | 0.0 g carbs | 1.6 g fibre.
Nutrition profile: low-calorie (< 200 kcal), low-protein (< 10 g), low-fat (< 5 g), moderate-sodium (150–599 mg), low-carb (< 20 g), low-fibre (< 3 g).
User rating: 4.00/5 — very good.
Diet suitability: none specified.
Cuisine / style: sri lankan.
Meal type: main.
Main protein source: chicken.
Cooking method: standard.
Additional attributes: sri lankan, traditional."
doc_00024,Choco bar,60.0,0.5,4.0,234.5,6.0,2.2,4.0,"Recipe: Choco bar.
Nutrition per serving: 60.0 kcal | 0.5 g protein | 4.0 g fat | 234.5 mg sodium | 6.0 g carbs | 2.2 g fibre.
Nutrition profile: low-calorie (< 200 kcal), low-protein (< 10 g), low-fat (< 5 g), moderate-sodium (150–599 mg), low-carb (< 20 g), low-fibre (< 3 g).
User rating: 4.00/5 — very good.
Diet suitability: vegetarian.
Cuisine / style: sri lankan.
Meal type: side.
Main protein source: not specified.
Cooking method: standard.
Additional attributes: sri lankan, traditional."
doc_00025,Chocolate,104.4,0.6,5.5,167.7,12.9,1.1,4.0,"Recipe: Chocolate.
Nutrition per serving: 104.4 kcal | 0.6 g protein | 5.5 g fat | 167.7 mg sodium | 12.9 g carbs | 1.1 g fibre.
Nutrition profile: low-calorie (< 200 kcal), low-protein (< 10 g), moderate-fat (5–14 g), moderate-sodium (150–599 mg), low-carb (< 20 g), low-fibre (< 3 g).
User rating: 4.00/5 — very good.
Diet suitability: vegetarian.
Cuisine / style: sri lankan.
Meal type: dessert.
Main protein source: not specified.
Cooking method: standard.
Additional attributes: sri lankan, traditional."
doc_00026,Chocolate Cake,250.0,3.0,12.0,40.9,35.0,0.6,4.0,"Recipe: Chocolate Cake.
Nutrition per serving: 250.0 kcal | 3.0 g protein | 12.0 g fat | 40.9 mg sodium | 35.0 g carbs | 0.6 g fibre.
Nutrition profile: moderate-calorie (200–400 kcal), low-protein (< 10 g), moderate-fat (5–14 g), low-sodium (< 150 mg), moderate-carb (20–50 g), low-fibre (< 3 g).
User rating: 4.00/5 — very good.
Diet suitability: vegetarian.
Cuisine / style: sri lankan.
Meal type: dessert.
Main protein source: not specified.
Cooking method: standard.
Additional attributes: sri lankan, traditional."
doc_00027,Chocolate Cream Biscuit,53.0,1.0,2.0,174.2,8.0,0.8,4.0,"Recipe: Chocolate Cream Biscuit.
Nutrition per serving: 53.0 kcal | 1.0 g protein | 2.0 g fat | 174.2 mg sodium | 8.0 g carbs | 0.8 g fibre.
Nutrition profile: low-calorie (< 200 kcal), low-protein (< 10 g), low-fat (< 5 g), moderate-sodium (150–599 mg), low-carb (< 20 g), low-fibre (< 3 g).
User rating: 4.00/5 — very good.
Diet suitability: vegetarian.
Cuisine / style: sri lankan.
Meal type: dessert.
Main protein source: not specified.
Cooking method: standard.
Additional attributes: sri lankan, traditional."
doc_00028,Chocolate ice cream,154.0,2.6,10.0,364.9,14.0,0.4,4.0,"Recipe: Chocolate ice cream.
Nutrition per serving: 154.0 kcal | 2.6 g protein | 10.0 g fat | 364.9 mg sodium | 14.0 g carbs | 0.4 g fibre.
Nutrition profile: low-calorie (< 200 kcal), low-protein (< 10 g), moderate-fat (5–14 g), moderate-sodium (150–599 mg), low-carb (< 20 g), low-fibre (< 3 g).
User rating: 4.00/5 — very good.
Diet suitability: vegetarian.
Cuisine / style: sri lankan.
Meal type: dessert.
Main protein source: not specified.
Cooking method: standard.
Additional attributes: sri lankan, traditional."
doc_00029,Chocolate Marie biscuit,15.0,0.3,0.4,351.9,2.8,0.5,4.0,"Recipe: Chocolate Marie biscuit.
Nutrition per serving: 15.0 kcal | 0.3 g protein | 0.4 g fat | 351.9 mg sodium | 2.8 g carbs | 0.5 g fibre.
Nutrition profile: low-calorie (< 200 kcal), low-protein (< 10 g), low-fat (< 5 g), moderate-sodium (150–599 mg), low-carb (< 20 g), low-fibre (< 3 g).
User rating: 4.00/5 — very good.
Diet suitability: vegetarian.
Cuisine / style: sri lankan.
Meal type: dessert.
Main protein source: not specified.
Cooking method: standard.
Additional attributes: sri lankan, traditional."
doc_00030,Coconut Cake,250.0,3.0,14.0,119.6,30.0,1.1,4.0,"Recipe: Coconut Cake.
Nutrition per serving: 250.0 kcal | 3.0 g protein | 14.0 g fat | 119.6 mg sodium | 30.0 g carbs | 1.1 g fibre.
Nutrition profile: moderate-calorie (200–400 kcal), low-protein (< 10 g), moderate-fat (5–14 g), low-sodium (< 150 mg), moderate-carb (20–50 g), low-fibre (< 3 g).
User rating: 4.00/5 — very good.
Diet suitability: vegetarian.
Cuisine / style: sri lankan.
Meal type: dessert.
Main protein source: not specified.
Cooking method: standard.
Additional attributes: sri lankan, traditional."
doc_00031,Coconut Milk 1st 2nd 3rd extractions,15.0,0.2,1.4,172.7,1.0,2.1,4.0,"Recipe: Coconut Milk 1st 2nd 3rd extractions.
Nutrition per serving: 15.0 kcal | 0.2 g protein | 1.4 g fat | 172.7 mg sodium | 1.0 g carbs | 2.1 g fibre.
Nutrition profile: low-calorie (< 200 kcal), low-protein (< 10 g), low-fat (< 5 g), moderate-sodium (150–599 mg), low-carb (< 20 g), low-fibre (< 3 g).
User rating: 4.00/5 — very good.
Diet suitability: vegetarian.
Cuisine / style: sri lankan.
Meal type: drink.
Main protein source: not specified.
Cooking method: standard.
Additional attributes: sri lankan, traditional."
doc_00032,Coconut Milk 1st 2nd extractions,20.0,0.2,1.9,177.4,1.3,3.9,4.0,"Recipe: Coconut Milk 1st 2nd extractions.
Nutrition per serving: 20.0 kcal | 0.2 g protein | 1.9 g fat | 177.4 mg sodium | 1.3 g carbs | 3.9 g fibre.
Nutrition profile: low-calorie (< 200 kcal), low-protein (< 10 g), low-fat (< 5 g), moderate-sodium (150–599 mg), low-carb (< 20 g), moderate-fibre (3–7 g).
User rating: 4.00/5 — very good.
Diet suitability: vegetarian.
Cuisine / style: sri lankan.
Meal type: drink.
Main protein source: not specified.
Cooking method: standard.
Additional attributes: sri lankan, traditional."
doc_00033,Coconut Milk 1st extraction,30.0,0.3,2.7,348.0,1.5,3.3,4.0,"Recipe: Coconut Milk 1st extraction.
Nutrition per serving: 30.0 kcal | 0.3 g protein | 2.7 g fat | 348.0 mg sodium | 1.5 g carbs | 3.3 g fibre.
Nutrition profile: low-calorie (< 200 kcal), low-protein (< 10 g), low-fat (< 5 g), moderate-sodium (150–599 mg), low-carb (< 20 g), moderate-fibre (3–7 g).
User rating: 4.00/5 — very good.
Diet suitability: vegetarian.
Cuisine / style: sri lankan.
Meal type: drink.
Main protein source: not specified.
Cooking method: standard.
Additional attributes: sri lankan, traditional."
doc_00034,Coconut Roti,284.0,6.7,6.3,262.5,49.2,2.6,4.5,"Recipe: Coconut Roti.
Nutrition per serving: 284.0 kcal | 6.7 g protein | 6.3 g fat | 262.5 mg sodium | 49.2 g carbs | 2.6 g fibre.
Nutrition profile: moderate-calorie (200–400 kcal), low-protein (< 10 g), moderate-fat (5–14 g), moderate-sodium (150–599 mg), moderate-carb (20–50 g), low-fibre (< 3 g).
User rating: 4.50/5 — outstanding.
Diet suitability: vegetarian.
Cuisine / style: sri lankan.
Meal type: main.
Main protein source: not specified.
Cooking method: traditional sri lankan cooking.
Additional attributes: sri lankan, traditional."
doc_00035,Coconut Sambal,157.0,2.0,13.7,639.0,6.4,3.8,4.0,"Recipe: Coconut Sambal.
Nutrition per serving: 157.0 kcal | 2.0 g protein | 13.7 g fat | 639.0 mg sodium | 6.4 g carbs | 3.8 g fibre.
Nutrition profile: low-calorie (< 200 kcal), low-protein (< 10 g), moderate-fat (5–14 g), high-sodium (≥ 600 mg), low-carb (< 20 g), moderate-fibre (3–7 g).
User rating: 4.00/5 — very good.
Diet suitability: vegetarian.
Cuisine / style: sri lankan.
Meal type: side.
Main protein source: not specified.
Cooking method: standard.
Additional attributes: sri lankan, traditional."
doc_00036,Colombo Curry Sri Lankan Style,250.0,22.0,12.0,467.6,8.0,2.5,4.0,"Recipe: Colombo Curry Sri Lankan Style.
Nutrition per serving: 250.0 kcal | 22.0 g protein | 12.0 g fat | 467.6 mg sodium | 8.0 g carbs | 2.5 g fibre.
Nutrition profile: moderate-calorie (200–400 kcal), moderate-protein (10–24 g), moderate-fat (5–14 g), moderate-sodium (150–599 mg), low-carb (< 20 g), low-fibre (< 3 g).
User rating: 4.00/5 — very good.
Diet suitability: none specified.
Cuisine / style: sri lankan.
Meal type: main.
Main protein source: chicken.
Cooking method: curry.
Additional attributes: colombo, curry, traditional."
doc_00037,Cream Bun,300.0,4.0,15.0,167.3,40.0,2.5,4.0,"Recipe: Cream Bun.
Nutrition per serving: 300.0 kcal | 4.0 g protein | 15.0 g fat | 167.3 mg sodium | 40.0 g carbs | 2.5 g fibre.
Nutrition profile: moderate-calorie (200–400 kcal), low-protein (< 10 g), high-fat (≥ 15 g), moderate-sodium (150–599 mg), moderate-carb (20–50 g), low-fibre (< 3 g).
User rating: 4.00/5 — very good.
Diet suitability: vegetarian.
Cuisine / style: sri lankan.
Meal type: snack.
Main protein source: not specified.
Cooking method: standard.
Additional attributes: sri lankan, traditional."
doc_00038,Cream cracker biscuit,37.0,0.9,1.2,396.0,6.0,0.4,4.0,"Recipe: Cream cracker biscuit.
Nutrition per serving: 37.0 kcal | 0.9 g protein | 1.2 g fat | 396.0 mg sodium | 6.0 g carbs | 0.4 g fibre.
Nutrition profile: low-calorie (< 200 kcal), low-protein (< 10 g), low-fat (< 5 g), moderate-sodium (150–599 mg), low-carb (< 20 g), low-fibre (< 3 g).
User rating: 4.00/5 — very good.
Diet suitability: vegetarian.
Cuisine / style: sri lankan.
Meal type: dessert.
Main protein source: not specified.
Cooking method: standard.
Additional attributes: sri lankan, traditional."
doc_00039,Cucumber Flesh,6.0,0.3,0.1,296.1,1.5,2.8,4.0,"Recipe: Cucumber Flesh.
Nutrition per serving: 6.0 kcal | 0.3 g protein | 0.1 g fat | 296.1 mg sodium | 1.5 g carbs | 2.8 g fibre.
Nutrition profile: low-calorie (< 200 kcal), low-protein (< 10 g), low-fat (< 5 g), moderate-sodium (150–599 mg), low-carb (< 20 g), low-fibre (< 3 g).
User rating: 4.00/5 — very good.
Diet suitability: vegetarian.
Cuisine / style: sri lankan.
Meal type: side.
Main protein source: not specified.
Cooking method: standard.
Additional attributes: sri lankan, traditional."
doc_00040,Cucumber Salad,35.0,1.0,0.0,175.3,7.0,1.6,4.0,"Recipe: Cucumber Salad.
Nutrition per serving: 35.0 kcal | 1.0 g protein | 0.0 g fat | 175.3 mg sodium | 7.0 g carbs | 1.6 g fibre.
Nutrition profile: low-calorie (< 200 kcal), low-protein (< 10 g), low-fat (< 5 g), moderate-sodium (150–599 mg), low-carb (< 20 g), low-fibre (< 3 g).
User rating: 4.00/5 — very good.
Diet suitability: vegetarian.
Cuisine / style: sri lankan.
Meal type: side.
Main protein source: not specified.
Cooking method: standard.
Additional attributes: sri lankan, traditional."
doc_00041,Custard cream biscuit,54.0,0.6,2.0,255.5,9.0,0.6,4.0,"Recipe: Custard cream biscuit.
Nutrition per serving: 54.0 kcal | 0.6 g protein | 2.0 g fat | 255.5 mg sodium | 9.0 g carbs | 0.6 g fibre.
Nutrition profile: low-calorie (< 200 kcal), low-protein (< 10 g), low-fat (< 5 g), moderate-sodium (150–599 mg), low-carb (< 20 g), low-fibre (< 3 g).
User rating: 4.00/5 — very good.
Diet suitability: vegetarian.
Cuisine / style: sri lankan.
Meal type: dessert.
Main protein source: not specified.
Cooking method: standard.
Additional attributes: sri lankan, traditional."
doc_00042,Dark chocolate,282.0,3.0,18.0,207.5,29.0,0.6,4.0,"Recipe: Dark chocolate.
Nutrition per serving: 282.0 kcal | 3.0 g protein | 18.0 g fat | 207.5 mg sodium | 29.0 g carbs | 0.6 g fibre.
Nutrition profile: moderate-calorie (200–400 kcal), low-protein (< 10 g), high-fat (≥ 15 g), moderate-sodium (150–599 mg), moderate-carb (20–50 g), low-fibre (< 3 g).
User rating: 4.00/5 — very good.
Diet suitability: vegetarian.
Cuisine / style: sri lankan.
Meal type: dessert.
Main protein source: not specified.
Cooking method: standard.
Additional attributes: sri lankan, traditional."
doc_00043,Dhal Curry,100.0,7.0,2.0,631.8,14.0,9.5,4.5,"Recipe: Dhal Curry.
Nutrition per serving: 100.0 kcal | 7.0 g protein | 2.0 g fat | 631.8 mg sodium | 14.0 g carbs | 9.5 g fibre.
Nutrition profile: low-calorie (< 200 kcal), low-protein (< 10 g), low-fat (< 5 g), high-sodium (≥ 600 mg), low-carb (< 20 g), high-fibre (> 7 g).
User rating: 4.50/5 — outstanding.
Diet suitability: vegetarian.
Cuisine / style: sri lankan.
Meal type: main.
Main protein source: lentil.
Cooking method: curry.
Additional attributes: sri lankan, traditional."
doc_00044,Dhal Curry with coconut milk,80.0,5.0,3.5,451.4,12.0,9.2,4.5,"Recipe: Dhal Curry with coconut milk.
Nutrition per serving: 80.0 kcal | 5.0 g protein | 3.5 g fat | 451.4 mg sodium | 12.0 g carbs | 9.2 g fibre.
Nutrition profile: low-calorie (< 200 kcal), low-protein (< 10 g), low-fat (< 5 g), moderate-sodium (150–599 mg), low-carb (< 20 g), high-fibre (> 7 g).
User rating: 4.50/5 — outstanding.
Diet suitability: vegetarian.
Cuisine / style: sri lankan.
Meal type: main.
Main protein source: lentil.
Cooking method: curry.
Additional attributes: sri lankan, traditional."
